connotation,含蓄,ˌkɑnəˈteɪʃən,名詞(n.)
descriptor,記述語；記述子,descriptor,名詞(n.)
oxidize,酸化,ˈɑksəˌdaɪz,動詞(verb)
parenthesis,括弧,pəˈrɛnθəsɪs,名詞(n.)
semester,学期,səˈmɛstər,名詞(n.)
trans,トランス,trænz,接頭辞(prefix)
volition,意志選択行為,voʊˈlɪʃən,名詞(n.)
factorial,要因の；階乗の,factorial,形容詞(adj.)
solute,溶質,solute,形容詞(adj.)
mid,中央の,mɪd,形容詞(adj.)
airplane,飛行機,ˈɛrˌpleɪn,名詞(n.)
artwork,作品,ˈɑrˌtwɜrk,名詞(n.)
breakdown,故障；破壊,ˈbreɪkˌdaʊn,名詞(n.)
classroom,教室,ˈklæsˌrum,名詞(n.)
feedback,フィードバック,ˈfidˌbæk,名詞(n.)
footnote,脚注,ˈfʊtˌnoʊt,名詞(n.)
halfway,中間で；途中で,ˈhæˈfweɪ,副詞(adv)
handout,配布資料,ˈhænˌdaʊt,名詞(n.)
homework,宿題,ˈhoʊmˌwɜrk,名詞(n.)
layout,レイアウト；設計,ˈleɪˌaʊt,名詞(n.)
lifestyle,ライフスタイル；生活様式,ˈlaɪfˌstaɪl,名詞(n.)
lifetime,生涯,ˈlaɪfˌtaɪm,名詞(n.)
pathway,経路,ˈpæˌθweɪ,名詞(n.)
rainfall,降雨,ˈreɪnˌfɔl,名詞(n.)
textbook,教科書,ˈtɛkstˌbʊk,名詞(n.)
uplift,元気付ける,ˈʌplɪft,名詞(n.)
wavelength,波長,ˈweɪˌvlɛŋθ,名詞(n.)
widespread,広く行き渡っている,ˈwaɪdˈsprɛd,形容詞(adj.)
workshop,作業場；研修会,ˈwɜrkˌʃɑp,名詞(n.)
anti,アンチ,ˈænti,接頭辞(prefix)
ex,元,ɛks,接頭辞(prefix)
micro,マイクロ,ˈmaɪˌkroʊ,名詞(n.)
neo,ネオ,ˈnioʊ,名詞(n.)
non,～でない,nɑn,接頭辞(prefix)
pi,パイ,paɪ,名詞(n.)
pole,極,poʊl,名詞(n.)
pre,前,pri,接頭辞(prefix)
sub,サブ,sʌb,接頭辞(prefix)
super,超；最高の,ˈsupər,形容詞(adj.)
headquarter,本社,ˈhɛdˌkwɔrtər,名詞(n.)
identical,同一の,aɪˈdɛntɪkəl,形容詞(adj.)
descendent,下降する；(先祖)伝来の; 世襲の；派生した,dɪˈsɛndənt,形容詞(adj.)
